LOCID,LAT,LON,STATE_CODE,ZIPCODE,DIST,FUND_TYPE,NAICS_CODE,RECIPIENT,ACTION_DATE,START_DATE,END_DATE,PERMALINK,FED_ATION_OBL,CURRENT_TOTAL_VALUE,SUBAGENCY,DESCRIPTION
"Charlottesville, VA Metro Area",37.949084,-78.593206,SD,22911,14.28,contract,,TRIAD TECHNOLOGY PARTNERS LLC,9/5/23,9/26/18,12/25/23,https://www.usaspending.gov/award/CONT_AWD_89243318FFE400053_8900_GS35F0298W_4730/,0.0,157772.55,Department of Energy,SOFTWARE PUBLISHERS
"Minneapolis-St. Paul-Bloomington, MN-WI Metro Area",45.096664,-93.275361,SD,55406,11.23,contract,,MCC INDUSTRIES INC,9/5/23,9/5/23,1/5/24,https://www.usaspending.gov/award/CONT_AWD_89503223FWA400413_8900_89503223DWA000007_8900/,60929.7,60929.7,Department of Energy,FIBER OPTIC CABLE MANUFACTURING
"Denver-Aurora-Lakewood, CO Metro Area",39.434789,-104.901073,SD,80228,23.09,contract,,BLUE TECH INC.,9/5/23,9/5/23,9/7/24,https://www.usaspending.gov/award/CONT_AWD_89503023FWA400804_8900_NNG15SD00B_8000/,22910.72,22910.72,Department of Energy,OTHER COMPUTER RELATED SERVICES
"Morgantown, WV Metro Area",39.525155,-79.801912,SD,26505,11.69,contract,,"ADVANCED COMPUTER CONCEPTS, INC.",9/5/23,10/15/23,11/18/24,https://www.usaspending.gov/award/CONT_AWD_89243323FFE400508_8900_NNG15SD60B_8000/,92058.66,92058.66,Department of Energy,OTHER COMPUTER RELATED SERVICES
"Beaumont-Port Arthur, TX Metro Area",30.075928,-94.202705,SD,77627,13.13,contract,,SUNOCO PARTNERS MARKETING & TERMINALS L.P.,9/5/23,10/1/18,9/30/23,https://www.usaspending.gov/award/CONT_AWD_89243518CFE000004_8900_-NONE-_-NONE-/,0.0,21000000.0,Department of Energy,MARINE CARGO HANDLING
"Washington-Arlington-Alexandria, DC-VA-MD-WV Metro Area",38.798205,-77.486882,SD,20148,13.72,contract,,THE BUILDING PEOPLE LLC,9/5/23,5/5/23,6/14/24,https://www.usaspending.gov/award/CONT_AWD_89243423FEE400329_8900_89243423DEE000007_8900/,203792.93,206292.93,Department of Energy,ADMINISTRATIVE MANAGEMENT AND GENERAL MANAGEMENT CONSULTING SERVICES
"Lexington-Fayette, KY Metro Area",38.102876,-84.438545,SD,40513,10.86,contract,,"COUNTERTRADE PRODUCTS, INC.",9/5/23,9/5/23,10/5/23,https://www.usaspending.gov/award/CONT_AWD_89303123FEM400317_8900_NNG15SC65B_8000/,14576.1,14576.1,Department of Energy,OTHER COMPUTER RELATED SERVICES
"Chicago-Naperville-Elgin, IL-IN-WI Metro Area",41.823521,-87.828297,SD,60089,24.73,contract,,SIEMENS ENERGY INC,9/4/23,6/3/22,5/25/23,https://www.usaspending.gov/award/CONT_AWD_89503422PWA001361_8900_-NONE-_-NONE-/,0.0,363898.13,Department of Energy,ELECTRICAL CONTRACTORS AND OTHER WIRING INSTALLATION CONTRACTORS
"Baltimore-Columbia-Towson, MD Metro Area",39.304361,-76.549501,SD,20706,28.42,contract,,WISECOM TECHNOLOGIES INC,9/3/23,8/10/22,1/18/23,https://www.usaspending.gov/award/CONT_AWD_89503422PWA001450_8900_-NONE-_-NONE-/,0.0,28340.4,Department of Energy,HARDWARE MANUFACTURING
"Yuma, AZ Metro Area",32.773942,-113.910905,SD,85344,80.91,contract,,ENERGY BY NATIVE AMERICAN DESIGN CORP.,9/3/23,5/19/23,6/19/23,https://www.usaspending.gov/award/CONT_AWD_89503423PWA001626_8900_-NONE-_-NONE-/,0.0,24529.94,Department of Energy,NONCURRENT-CARRYING WIRING DEVICE MANUFACTURING
"Pittsburgh, PA Metro Area",40.439525,-79.836097,SD,16002,25.94,contract,,"WULCO, INC.",9/1/23,9/27/22,9/30/27,https://www.usaspending.gov/award/CONT_AWD_89233122FNA400487_8900_89233121DNA000033_8900/,19300.0,4075592.0,Department of Energy,MOTOR VEHICLE BODY MANUFACTURING
"Sacramento-Roseville-Folsom, CA Metro Area",38.790272,-121.005643,SD,95626,26.39,contract,,EATON CORPORATION,9/1/23,8/16/21,9/1/24,https://www.usaspending.gov/award/CONT_AWD_89503321PWA000169_8900_-NONE-_-NONE-/,6485.59,22885.28,Department of Energy,FACILITIES SUPPORT SERVICES
"Denver-Aurora-Lakewood, CO Metro Area",39.434789,-104.901073,SD,80228,23.09,contract,,BAHFED CORP,9/1/23,6/28/22,6/27/23,https://www.usaspending.gov/award/CONT_AWD_89503022FWA400595_8900_NNG15SD09B_8000/,0.0,191334.4,Department of Energy,OTHER COMPUTER RELATED SERVICES
"Port St. Lucie, FL Metro Area",27.228046,-80.425388,SD,33418,29.24,contract,,LRP PUBLICATIONS INC,9/1/23,5/4/22,6/30/25,https://www.usaspending.gov/award/CONT_AWD_89233122PNA000147_8900_-NONE-_-NONE-/,0.0,33329.0,Department of Energy,INTERNET PUBLISHING AND BROADCASTING AND WEB SEARCH PORTALS
"Knoxville, TN Metro Area",36.014791,-84.206701,SD,37830,5.76,contract,,MUTUAL TELECOM SERVICES INC.,9/1/23,6/30/21,6/30/26,https://www.usaspending.gov/award/CONT_AWD_89243121CSC000106_8900_-NONE-_-NONE-/,-85463.31,27955922.12,Department of Energy,WIRED TELECOMMUNICATIONS CARRIERS
"Denver-Aurora-Lakewood, CO Metro Area",39.434789,-104.901073,SD,80228,23.09,contract,,"STANDARD-BLAZAR, LLC",9/1/23,9/1/23,9/10/24,https://www.usaspending.gov/award/CONT_AWD_89503023FWA400801_8900_NNG15SD70B_8000/,124606.76,124606.76,Department of Energy,OTHER COMPUTER RELATED SERVICES
"Fort Collins, CO Metro Area",40.658093,-105.486764,SD,80538,14.93,contract,,CIVIL DESIGN & ENGINEERING INC,9/1/23,3/30/22,3/31/24,https://www.usaspending.gov/award/CONT_AWD_89503022FWA400537_8900_GS10F263AA_4732/,0.0,162000.0,Department of Energy,COMMERCIAL AND INSTITUTIONAL BUILDING CONSTRUCTION
"Kennewick-Richland, WA Metro Area",46.364155,-119.254927,SD,99352,8.36,contract,,"STREET LEGAL INDUSTRIES, INC",9/1/23,9/30/19,10/6/24,https://www.usaspending.gov/award/CONT_AWD_89303919FEM000095_8900_89303918AEM000009_8900/,26000.0,1910911.31,Department of Energy,ADMINISTRATIVE MANAGEMENT AND GENERAL MANAGEMENT CONSULTING SERVICES
"Phoenix-Mesa-Chandler, AZ Metro Area",33.185765,-112.067862,SD,85009,18.18,contract,,FEDERAL CONTRACTS CORP,9/1/23,9/1/23,9/30/24,https://www.usaspending.gov/award/CONT_AWD_89503123FWA400531_8900_GS03F113DA_4732/,374939.78,374939.78,Department of Energy,LIGHT TRUCK AND UTILITY VEHICLE MANUFACTURING
"Sacramento-Roseville-Folsom, CA Metro Area",38.790272,-121.005643,SD,95630,11.41,contract,,EVANS RIGHT OF WAY CLEARING INC,9/1/23,9/1/23,8/31/24,https://www.usaspending.gov/award/CONT_AWD_89503323FWA000082_8900_89503322AWA000008_8900/,0.0,415000.0,Department of Energy,LANDSCAPING SERVICES
"Washington-Arlington-Alexandria, DC-VA-MD-WV Metro Area",38.798205,-77.486882,SD,22207,20.94,contract,,BLOOMSBURIE LLC,9/1/23,9/1/23,8/31/24,https://www.usaspending.gov/award/CONT_AWD_89303023CHC000018_8900_-NONE-_-NONE-/,100000.0,1380353.56,Department of Energy,"HUMAN RESOURCES CONSULTING SERVICES (2007), HUMAN RESOURCES AND EXECUTIVE SEARCH CONSULTING SERVICES (2002)"
"Washington-Arlington-Alexandria, DC-VA-MD-WV Metro Area",38.798205,-77.486882,SD,20024,25.32,contract,,BOOZ ALLEN HAMILTON INC,9/1/23,6/1/23,11/30/23,https://www.usaspending.gov/award/CONT_AWD_89703023CAR000011_8900_-NONE-_-NONE-/,4478295.0,10767240.0,Department of Energy,ALL OTHER SUPPORT SERVICES
"Morgantown, WV Metro Area",39.525155,-79.801912,SD,26505,11.69,contract,,SOFTWARE INFORMATION RESOURCE CORP.,9/1/23,9/1/23,10/1/23,https://www.usaspending.gov/award/CONT_AWD_89243323FFE400510_8900_NNG15SD74B_8000/,21024.5,21024.5,Department of Energy,OTHER COMPUTER RELATED SERVICES
"Sacramento-Roseville-Folsom, CA Metro Area",38.790272,-121.005643,SD,95630,11.41,contract,,"MOUNTAIN F. ENTERPRISES, INC.",9/1/23,9/1/23,8/31/24,https://www.usaspending.gov/award/CONT_AWD_89503323FWA000085_8900_89503322AWA000007_8900/,886407.0,944512.0,Department of Energy,LANDSCAPING SERVICES
"Boulder, CO Metro Area",40.094963,-105.397704,SD,80005,21.95,contract,,ROCK & ASSOCIATES,9/1/23,9/1/23,7/25/24,https://www.usaspending.gov/award/CONT_AWD_89503223FWA400426_8900_89503422DWA000010_8900/,20781.27,20781.27,Department of Energy,"POTTERY, CERAMICS, AND PLUMBING FIXTURE MANUFACTURING"
"Sacramento-Roseville-Folsom, CA Metro Area",38.790272,-121.005643,SD,95630,11.41,contract,,"MOUNTAIN F. ENTERPRISES, INC.",9/1/23,9/1/23,8/31/24,https://www.usaspending.gov/award/CONT_AWD_89503323FWA000084_8900_89503322AWA000007_8900/,240924.0,440924.0,Department of Energy,LANDSCAPING SERVICES
"Greeley, CO Metro Area",40.555961,-104.383666,SD,80723,50.9,contract,,"AMERICAN CONTRACTING, LLC",9/1/23,9/1/23,3/9/24,https://www.usaspending.gov/award/CONT_AWD_89503223CWA000087_8900_-NONE-_-NONE-/,229117.0,229117.0,Department of Energy,COMMERCIAL AND INSTITUTIONAL BUILDING CONSTRUCTION
"Knoxville, TN Metro Area",36.014791,-84.206701,SD,37830,5.76,contract,,SKOOKUM EDUCATIONAL PROGRAMS,9/1/23,12/16/18,6/15/24,https://www.usaspending.gov/award/CONT_AWD_89233119CNA000027_8900_-NONE-_-NONE-/,0.0,48502611.51,Department of Energy,FACILITIES SUPPORT SERVICES
"Chicago-Naperville-Elgin, IL-IN-WI Metro Area",41.823521,-87.828297,SD,60439,12.73,contract,,"UCHICAGO ARGONNE, LLC",8/31/23,7/31/06,9/30/26,https://www.usaspending.gov/award/CONT_AWD_DEAC0206CH11357_8900_-NONE-_-NONE-/,17962775.53,14393502550.0,Countering Weapons of Mass Destruction,"RESEARCH AND DEVELOPMENT IN THE PHYSICAL, ENGINEERING, AND LIFE SCIENCES"
"Chicago-Naperville-Elgin, IL-IN-WI Metro Area",41.823521,-87.828297,SD,60439,12.73,contract,,"UCHICAGO ARGONNE, LLC",8/31/23,7/31/06,9/30/26,https://www.usaspending.gov/award/CONT_AWD_DEAC0206CH11357_8900_-NONE-_-NONE-/,0.0,14393502550.0,Department of Energy,"RESEARCH AND DEVELOPMENT IN THE PHYSICAL, ENGINEERING, AND LIFE SCIENCES"
"Chicago-Naperville-Elgin, IL-IN-WI Metro Area",41.823521,-87.828297,SD,60439,12.73,contract,,"UCHICAGO ARGONNE, LLC",8/31/23,7/31/06,9/30/26,https://www.usaspending.gov/award/CONT_AWD_DEAC0206CH11357_8900_-NONE-_-NONE-/,65684220.91,14393502550.0,Department of Energy,"RESEARCH AND DEVELOPMENT IN THE PHYSICAL, ENGINEERING, AND LIFE SCIENCES"
"Lincoln, NE Metro Area",40.817429,-96.868801,SD,68434,14.47,contract,,HUGHES BROTHERS INC,8/31/23,8/31/23,3/21/24,https://www.usaspending.gov/award/CONT_AWD_89503423FWA401532_8900_89503423DWA000015_8900/,425365.16,425365.16,Department of Energy,ENGINEERED WOOD MEMBER MANUFACTURING
"Kennewick-Richland, WA Metro Area",46.364155,-119.254927,SD,99354,3.05,contract,,CORPORATE ALLOCATION SERVICES INC,8/31/23,5/13/19,9/30/23,https://www.usaspending.gov/award/CONT_AWD_89303919FEM000075_8900_89303918AEM000006_8900/,169320.0,1193276.24,Department of Energy,ADMINISTRATIVE MANAGEMENT AND GENERAL MANAGEMENT CONSULTING SERVICES
"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD Metro Area",39.894958,-75.311982,SD,19044,21.98,contract,,AUTOMATION AIDS INC,8/31/23,8/31/23,10/31/23,https://www.usaspending.gov/award/CONT_AWD_89233123FNA400552_8900_47QSEA19D0074_4732/,58469.0,58469.0,Department of Energy,OFFICE SUPPLIES (EXCEPT PAPER) MANUFACTURING
"Knoxville, TN Metro Area",36.014791,-84.206701,SD,37830,5.76,contract,,UNITED CLEANUP OAK RIDGE LLC,8/31/23,5/17/23,2/27/32,https://www.usaspending.gov/award/CONT_AWD_89303523FEM400032_8900_89303322DEM000067_8900/,-0.01,1016881657.0,Department of Energy,REMEDIATION SERVICES
"Washington-Arlington-Alexandria, DC-VA-MD-WV Metro Area",38.798205,-77.486882,SD,20002,28.13,contract,,LIONA ENTERPRISES INC,8/31/23,1/11/19,1/14/24,https://www.usaspending.gov/award/CONT_AWD_89603019P0003_8960_-NONE-_-NONE-/,-15580.5,1325593.96,Federal Energy Regulatory Commission,COMPUTER SYSTEMS DESIGN SERVICES
"Denver-Aurora-Lakewood, CO Metro Area",39.434789,-104.901073,SD,80228,23.09,contract,,INFOTEC SYSTEMS CORP,8/31/23,6/7/22,6/5/23,https://www.usaspending.gov/award/CONT_AWD_89503022FWA400563_8900_GS07F0522M_4730/,0.0,10348.8,Department of Energy,OTHER COMMUNICATIONS EQUIPMENT MANUFACTURING
"Corvallis, OR Metro Area",44.493882,-123.424664,SD,97321,17.87,contract,,"JEOL USA, INC.",8/31/23,8/25/21,11/30/21,https://www.usaspending.gov/award/CONT_AWD_89243321PFE000458_8900_-NONE-_-NONE-/,0.0,709000.0,Department of Energy,ANALYTICAL LABORATORY INSTRUMENT MANUFACTURING
"Lexington-Fayette, KY Metro Area",38.102876,-84.438545,SD,40513,10.86,contract,,"AUGUST SCHELL ENTERPRISES, INC.",8/31/23,8/31/23,9/27/24,https://www.usaspending.gov/award/CONT_AWD_89303123FEM400315_8900_NNG15SD80B_8000/,418484.96,418484.96,Department of Energy,OTHER COMPUTER RELATED SERVICES
"Modesto, CA Metro Area",37.562316,-121.002831,SD,94550,31.59,contract,,"LAWRENCE LIVERMORE NATIONAL SECURITY, LLC",8/31/23,5/9/07,9/30/26,https://www.usaspending.gov/award/CONT_AWD_DEAC5207NA27344_8900_-NONE-_-NONE-/,-205569033.2,31627949197.0,Department of Energy,"RESEARCH AND DEVELOPMENT IN THE PHYSICAL, ENGINEERING, AND LIFE SCIENCES"
"Knoxville, TN Metro Area",36.014791,-84.206701,SD,37830,5.76,contract,,CONSOLIDATED NUCLEAR SECURITY LLC,8/31/23,1/8/13,9/30/25,https://www.usaspending.gov/award/CONT_AWD_DENA0001942_8900_-NONE-_-NONE-/,284100.0,36459462078.0,Department of Energy,FACILITIES SUPPORT SERVICES
"Lynchburg, VA Metro Area",37.364926,-79.216689,SD,24504,9.27,contract,,COHNREZNICK LLP,8/31/23,9/9/22,5/31/23,https://www.usaspending.gov/award/CONT_AWD_89233022FNR000022_8900_89303022AMA000041_8900/,0.0,135488.5,Department of Energy,OFFICES OF CERTIFIED PUBLIC ACCOUNTANTS
"Denver-Aurora-Lakewood, CO Metro Area",39.434789,-104.901073,SD,80228,23.09,contract,,POWERWORLD CORP,8/31/23,8/31/23,1/18/24,https://www.usaspending.gov/award/CONT_AWD_89503023PWA000419_8900_-NONE-_-NONE-/,57698.7,99000.0,Department of Energy,SOFTWARE PUBLISHERS
"Knoxville, TN Metro Area",36.014791,-84.206701,SD,37830,5.76,contract,,"KNIGHTHORST SHREDDING, LLC",8/31/23,8/31/23,9/30/23,https://www.usaspending.gov/award/CONT_AWD_89243123PSC000275_8900_-NONE-_-NONE-/,3277.5,3277.5,Department of Energy,ALL OTHER SUPPORT SERVICES
"Bend, OR Metro Area",43.915118,-121.225575,SD,97756,25.33,contract,,ENERGY TECHNOLOGY ALLIANCE LLC,8/31/23,7/5/23,7/4/25,https://www.usaspending.gov/award/CONT_AWD_89303323FEM400376_8900_89303322DEM000083_8900/,0.0,3699719.34,Department of Energy,REMEDIATION SERVICES
"Augusta-Richmond County, GA-SC Metro Area",33.460371,-81.982833,SD,29803,16.23,contract,,SAVANNAH RIVER NUCLEAR SOLUTIONS LLC,8/31/23,1/10/08,9/30/23,https://www.usaspending.gov/award/CONT_AWD_DEAC0908SR22470_8900_-NONE-_-NONE-/,-1165.05,24974937442.0,Department of Energy,FACILITIES SUPPORT SERVICES
"Augusta-Richmond County, GA-SC Metro Area",33.460371,-81.982833,SD,29803,16.23,contract,,SAVANNAH RIVER NUCLEAR SOLUTIONS LLC,8/31/23,1/10/08,9/30/23,https://www.usaspending.gov/award/CONT_AWD_DEAC0908SR22470_8900_-NONE-_-NONE-/,27606077.58,24974937442.0,Department of Energy,FACILITIES SUPPORT SERVICES
"Knoxville, TN Metro Area",36.014791,-84.206701,SD,37830,5.76,contract,,"EDGEWATER FEDERAL SOLUTIONS, INC.",8/31/23,7/1/22,6/30/25,https://www.usaspending.gov/award/CONT_AWD_89243122FSC400412_8900_47QRAD20D1038_4732/,1259409.94,29203107.02,Department of Energy,ENGINEERING SERVICES
"Sacramento-Roseville-Folsom, CA Metro Area",38.790272,-121.005643,SD,95626,26.39,contract,,ABM INDUSTRIES INC,8/31/23,9/3/20,9/1/24,https://www.usaspending.gov/award/CONT_AWD_89503320PWA000107_8900_-NONE-_-NONE-/,101679.73,797611.12,Department of Energy,"PLUMBING, HEATING, AND AIR-CONDITIONING CONTRACTORS"
"Kennewick-Richland, WA Metro Area",46.364155,-119.254927,SD,99354,3.05,contract,,BATTELLE MEMORIAL INSTITUTE,8/31/23,1/4/03,9/30/27,https://www.usaspending.gov/award/CONT_AWD_DEAC0576RL01830_8900_-NONE-_-NONE-/,34075259.9,30134631902.0,Department of Energy,"RESEARCH AND DEVELOPMENT IN THE PHYSICAL, ENGINEERING, AND LIFE SCIENCES"
"Baltimore-Columbia-Towson, MD Metro Area",39.304361,-76.549501,SD,20774,31.81,contract,,STRATIVIA LLC,8/31/23,8/25/21,8/31/24,https://www.usaspending.gov/award/CONT_AWD_89303021CMA000063_8900_-NONE-_-NONE-/,0.0,1911245.6,Department of Energy,ADMINISTRATIVE MANAGEMENT AND GENERAL MANAGEMENT CONSULTING SERVICES
"Athens-Clarke County, GA Metro Area",33.943984,-83.213897,SD,30635,26.6,contract,,MYRON JORDAN CLEANING SERVICES LLC,8/31/23,8/31/23,9/30/24,https://www.usaspending.gov/award/CONT_AWD_89503523PSP000055_8900_-NONE-_-NONE-/,45600.0,45600.0,Department of Energy,JANITORIAL SERVICES
"Morgantown, WV Metro Area",39.525155,-79.801912,SD,26505,11.69,contract,,ALLIUM US HOLDING LLC,8/31/23,9/1/23,8/31/24,https://www.usaspending.gov/award/CONT_AWD_89243323PFE000670_8900_-NONE-_-NONE-/,61740.0,61740.0,Department of Energy,ADMINISTRATIVE MANAGEMENT AND GENERAL MANAGEMENT CONSULTING SERVICES
"Knoxville, TN Metro Area",36.014791,-84.206701,SD,37830,5.76,contract,,UT-BATTELLE LLC,8/31/23,2/1/00,3/31/25,https://www.usaspending.gov/award/CONT_AWD_DEAC0500OR22725_8900_-NONE-_-NONE-/,57751440.94,35521414326.0,Department of Energy,FACILITIES SUPPORT SERVICES
"Knoxville, TN Metro Area",36.014791,-84.206701,SD,37830,5.76,contract,,UT-BATTELLE LLC,8/31/23,2/1/00,3/31/25,https://www.usaspending.gov/award/CONT_AWD_DEAC0500OR22725_8900_-NONE-_-NONE-/,330464395.0,35521414326.0,Department of Energy,FACILITIES SUPPORT SERVICES
"Washington-Arlington-Alexandria, DC-VA-MD-WV Metro Area",38.798205,-77.486882,SD,20006,25.02,contract,,"ANKURA CONSULTING GROUP, LLC",8/31/23,9/30/20,9/29/25,https://www.usaspending.gov/award/CONT_AWD_89603020F0076_8960_89603020D0003_8960/,-132367.5,511632.5,Federal Energy Regulatory Commission,ALL OTHER LEGAL SERVICES
"Denver-Aurora-Lakewood, CO Metro Area",39.434789,-104.901073,SD,80401,26.51,contract,,ALLIANCE FOR SUSTAINABLE ENERGY LLC,8/31/23,7/29/08,9/30/28,https://www.usaspending.gov/award/CONT_AWD_DEAC3608GO28308_8900_-NONE-_-NONE-/,3877475.96,13300000000.0,Immediate Office of the Secretary of Defense,RESEARCH AND DEVELOPMENT IN BIOTECHNOLOGY
"Lexington-Fayette, KY Metro Area",38.102876,-84.438545,SD,40513,10.86,contract,,"CTG FEDERAL, LLC",8/31/23,8/31/23,9/30/23,https://www.usaspending.gov/award/CONT_AWD_89303123FEM400314_8900_NNG15SD12B_8000/,73850.0,73850.0,Department of Energy,OTHER COMPUTER RELATED SERVICES
"Kennewick-Richland, WA Metro Area",46.364155,-119.254927,SD,99352,8.36,contract,,BGRS RELOCATION INC.,8/31/23,7/12/22,7/11/23,https://www.usaspending.gov/award/CONT_AWD_89303022FEM000071_8900_89303018ACF000008_8900/,-11444.64,21955.36,Department of Energy,OTHER ACTIVITIES RELATED TO REAL ESTATE
"Johnson City, TN Metro Area",36.265822,-82.332693,SD,37650,14.44,contract,,NUCLEAR FUEL SERVICES INC,8/31/23,4/10/23,4/9/28,https://www.usaspending.gov/award/CONT_AWD_89233123CNA000308_8900_-NONE-_-NONE-/,15154234.0,428050945.0,Department of Energy,OTHER BASIC INORGANIC CHEMICAL MANUFACTURING
"Morristown, TN Metro Area",36.168802,-83.422614,SD,40965,35.57,contract,,MARY HELEN PARKEY,8/31/23,2/7/23,4/15/25,https://www.usaspending.gov/award/CONT_AWD_89503223PWA000399_8900_-NONE-_-NONE-/,5169.7,56866.7,Department of Energy,"POWER, DISTRIBUTION, AND SPECIALTY TRANSFORMER MANUFACTURING"
"Washington-Arlington-Alexandria, DC-VA-MD-WV Metro Area",38.798205,-77.486882,SD,20001,26.46,contract,,"CATAWBA-TEA, LLC",8/31/23,3/3/23,3/2/24,https://www.usaspending.gov/award/CONT_AWD_89303323FEM400333_8900_89303323DEM000087_8900/,650000.0,2871350.33,Department of Energy,REMEDIATION SERVICES
"Sacramento-Roseville-Folsom, CA Metro Area",38.790272,-121.005643,SD,95630,11.41,contract,,"MOUNTAIN F. ENTERPRISES, INC.",8/31/23,8/31/23,8/30/24,https://www.usaspending.gov/award/CONT_AWD_89503323FWA000083_8900_89503322AWA000007_8900/,307821.83,307821.83,Department of Energy,LANDSCAPING SERVICES
"Boston-Cambridge-Newton, MA-NH Metro Area",42.517606,-71.021993,SD,02472,12.97,contract,,DOBLE ENGINEERING COMPANY,8/31/23,9/26/17,9/30/20,https://www.usaspending.gov/award/CONT_AWD_DEWA0004013_8900_-NONE-_-NONE-/,-1179.33,1726480.67,Department of Energy,INSTRUMENT MANUFACTURING FOR MEASURING AND TESTING ELECTRICITY AND ELECTRICAL SIGNALS
"Washington-Arlington-Alexandria, DC-VA-MD-WV Metro Area",38.798205,-77.486882,SD,22042,16.47,contract,,"GENERAL DYNAMICS INFORMATION TECHNOLOGY, INC.",8/31/23,8/19/20,1/21/24,https://www.usaspending.gov/award/CONT_AWD_89303020FCF000014_8900_89303020ACF000009_8900/,542114.35,4088330.63,Department of Energy,OTHER COMPUTER RELATED SERVICES
"Morgantown, WV Metro Area",39.525155,-79.801912,SD,26505,11.69,contract,,JACOBS TECHNOLOGY INC.,8/31/23,9/26/22,12/31/23,https://www.usaspending.gov/award/CONT_AWD_89243322CFE000072_8900_-NONE-_-NONE-/,19684.0,2491160.0,Department of Energy,ENGINEERING SERVICES
"Pittsburgh, PA Metro Area",40.439525,-79.836097,SD,15122,6.25,contract,,"FLUOR MARINE PROPULSION, LLC",8/31/23,7/12/18,9/30/23,https://www.usaspending.gov/award/CONT_AWD_89233018CNR000004_8900_-NONE-_-NONE-/,7249496.98,10000250000.0,Department of Energy,"RESEARCH AND DEVELOPMENT IN THE PHYSICAL, ENGINEERING, AND LIFE SCIENCES (EXCEPT NANOTECHNOLOGY AND BIOTECHNOLOGY)"
"Pittsburgh, PA Metro Area",40.439525,-79.836097,SD,15122,6.25,contract,,"FLUOR MARINE PROPULSION, LLC",8/31/23,7/12/18,9/30/23,https://www.usaspending.gov/award/CONT_AWD_89233018CNR000004_8900_-NONE-_-NONE-/,-13545426.98,10000250000.0,Department of Energy,"RESEARCH AND DEVELOPMENT IN THE PHYSICAL, ENGINEERING, AND LIFE SCIENCES (EXCEPT NANOTECHNOLOGY AND BIOTECHNOLOGY)"
"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD Metro Area",39.894958,-75.311982,SD,21921,34.53,contract,,"COLONIAL METALS, INC.",8/31/23,7/1/22,6/30/27,https://www.usaspending.gov/award/CONT_AWD_89233122CNA000273_8900_-NONE-_-NONE-/,6162993.0,34494206.0,Department of Energy,ALL OTHER MISCELLANEOUS FABRICATED METAL PRODUCT MANUFACTURING
"Kennewick-Richland, WA Metro Area",46.364155,-119.254927,SD,99354,3.05,contract,,ATTAINX INC.,8/31/23,10/1/22,9/30/24,https://www.usaspending.gov/award/CONT_AWD_89303922FEM000188_8900_89303918AEM000003_8900/,269856.0,534412.8,Department of Energy,ADMINISTRATIVE MANAGEMENT AND GENERAL MANAGEMENT CONSULTING SERVICES
"Virginia Beach-Norfolk-Newport News, VA-NC Metro Area",36.804408,-76.449526,SD,23606,18.4,contract,,"JEFFERSON SCIENCE ASSOCIATES, LLC",8/31/23,4/17/06,5/31/24,https://www.usaspending.gov/award/CONT_AWD_DEAC0506OR23177_8900_-NONE-_-NONE-/,2495628.0,3015638699.0,Department of Energy,"RESEARCH AND DEVELOPMENT IN THE PHYSICAL, ENGINEERING, AND LIFE SCIENCES"
"Amarillo, TX Metro Area",35.247999,-101.90867,SD,79109,5.76,contract,,BGRS RELOCATION INC.,8/31/23,9/9/22,7/17/23,https://www.usaspending.gov/award/CONT_AWD_89303022FNA000110_8900_89303018ACF000008_8900/,-15666.04,10933.96,Department of Energy,OTHER ACTIVITIES RELATED TO REAL ESTATE
